# matchedfilter ACCURACY table -- false dismissal, measured
#
# commit  d3fd917
# trials  24000 injected per cell
#
# THE GPU'S ALGORITHM, measured with the GPU filtering.
#
# accuracy.txt is the same grid measured with the CPU filtering, and the two
# are not interchangeable: where the CPU interpolates the coarse peak, the
# GPU escalates the whole interpolation window, so it refines a superset of
# the CPU's pairs. Measured over the 5600 shared cells at 24000 trials each,
# the GPU's summed dismissal is 0.807 of the CPU's -- 92% of cells agree
# within 2 sigma, 7% are genuinely lower, and 1% higher, which is fewer than
# the ~2.3% that 5600 two-sigma comparisons produce by chance.
#
# So the GPU was keeping a promise made for a more aggressive algorithm than
# it runs, and paying for it in refinement it did not need.
#
# Covers only the lengths the GPU backend runs. accuracy.txt still serves
# every other length and the CPU.
#
# KEY: n, taps, snr, in-band fraction f, effective bandwidth B_eff, coarse
# margin. BAND IS NOT IN THE KEY. Measured at n=8192, f=0.99, B_eff=16, the
# dismissal across bands 256, 512, 1024 and 2048 is 1.64, 1.88, 1.77 and
# 1.75e-2 -- a 1.14x spread inside the error bars, across band/B_eff from 16
# to 128. A candidate band enters only through the (f, B_eff) at its own
# edge, which selection computes from the reference.
#
# B_eff is sampled ABSOLUTELY, not as a fraction of the band. The previous
# grid did the latter, which tied it to the variable that does not matter
# and left a floor near band/10 -- so it never reached the values real
# references have. The FIR-search reference sits at B_eff 1.1 at every band.
#
# The margin dominates: 90x across 0.97 to 1.00, against 1.6x for 16x of n
# and 1.14x across every band. It gets the finest ladder.
#
# Rates below about 3/trials are not resolved and read as 0.0; that is a
# resolution floor, not a demonstration of safety.
#
# ACC2 n K snr f beff margin dismissal
ACC2 2048 4 5.50 0.9950 128.49 0.930 0.0000e+00
ACC2 2048 4 5.50 0.9950 128.49 0.960 0.0000e+00
ACC2 2048 4 5.50 0.9950 128.49 0.980 0.0000e+00
ACC2 2048 4 5.50 0.9950 128.49 1.000 0.0000e+00
ACC2 2048 4 6.00 0.8000 2.03 0.900 0.0000e+00
ACC2 2048 4 6.00 0.8000 2.03 0.930 6.2976e-05
ACC2 2048 4 6.00 0.8000 2.03 0.960 1.2595e-04
ACC2 2048 4 6.00 0.8000 2.03 0.980 3.7786e-04
ACC2 2048 4 6.00 0.8000 2.03 1.000 5.6679e-04
ACC2 2048 4 6.00 0.8000 3.94 0.900 0.0000e+00
ACC2 2048 4 6.00 0.8000 3.94 0.930 0.0000e+00
ACC2 2048 4 6.00 0.8000 3.94 0.960 1.3164e-04
ACC2 2048 4 6.00 0.8000 3.94 0.980 2.6328e-04
ACC2 2048 4 6.00 0.8000 3.94 1.000 7.2402e-04
ACC2 2048 4 6.00 0.8000 8.14 0.900 0.0000e+00
ACC2 2048 4 6.00 0.8000 8.14 0.930 0.0000e+00
ACC2 2048 4 6.00 0.8000 8.14 0.960 0.0000e+00
ACC2 2048 4 6.00 0.8000 8.14 0.980 1.3647e-04
ACC2 2048 4 6.00 0.8000 8.14 1.000 3.4118e-04
ACC2 2048 4 6.00 0.8000 16.12 0.900 0.0000e+00
ACC2 2048 4 6.00 0.8000 16.12 0.930 0.0000e+00
ACC2 2048 4 6.00 0.8000 16.12 0.960 0.0000e+00
ACC2 2048 4 6.00 0.8000 16.12 0.980 2.0992e-04
ACC2 2048 4 6.00 0.8000 16.12 1.000 2.7990e-04
ACC2 2048 4 6.00 0.8000 32.61 0.900 0.0000e+00
ACC2 2048 4 6.00 0.8000 32.61 0.930 0.0000e+00
ACC2 2048 4 6.00 0.8000 32.61 0.960 0.0000e+00
ACC2 2048 4 6.00 0.8000 32.61 0.980 7.1922e-05
ACC2 2048 4 6.00 0.8000 32.61 1.000 2.8769e-04
ACC2 2048 4 6.00 0.8000 64.60 0.900 0.0000e+00
ACC2 2048 4 6.00 0.8000 64.60 0.930 0.0000e+00
ACC2 2048 4 6.00 0.8000 64.60 0.960 0.0000e+00
ACC2 2048 4 6.00 0.8000 64.60 0.980 0.0000e+00
ACC2 2048 4 6.00 0.8000 64.60 1.000 7.3497e-05
ACC2 2048 4 6.00 0.8000 128.49 0.900 0.0000e+00
ACC2 2048 4 6.00 0.8000 128.49 0.930 0.0000e+00
ACC2 2048 4 6.00 0.8000 128.49 0.960 0.0000e+00
ACC2 2048 4 6.00 0.8000 128.49 0.980 0.0000e+00
ACC2 2048 4 6.00 0.8000 128.49 1.000 7.4901e-05
ACC2 2048 4 6.00 0.9000 2.03 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9000 2.03 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9000 2.03 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9000 2.03 0.980 1.1940e-04
ACC2 2048 4 6.00 0.9000 2.03 1.000 6.5668e-04
ACC2 2048 4 6.00 0.9000 3.94 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9000 3.94 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9000 3.94 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9000 3.94 0.980 6.2317e-05
ACC2 2048 4 6.00 0.9000 3.94 1.000 2.4927e-04
ACC2 2048 4 6.00 0.9000 8.14 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9000 8.14 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9000 8.14 0.960 1.2923e-04
ACC2 2048 4 6.00 0.9000 8.14 0.980 2.5846e-04
ACC2 2048 4 6.00 0.9000 8.14 1.000 6.4616e-04
ACC2 2048 4 6.00 0.9000 16.12 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9000 16.12 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9000 16.12 0.960 6.6463e-05
ACC2 2048 4 6.00 0.9000 16.12 0.980 1.3293e-04
ACC2 2048 4 6.00 0.9000 16.12 1.000 1.9939e-04
ACC2 2048 4 6.00 0.9000 32.61 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9000 32.61 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9000 32.61 0.960 6.8842e-05
ACC2 2048 4 6.00 0.9000 32.61 0.980 6.8842e-05
ACC2 2048 4 6.00 0.9000 32.61 1.000 2.0653e-04
ACC2 2048 4 6.00 0.9000 64.60 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9000 64.60 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9000 64.60 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9000 64.60 0.980 1.4254e-04
ACC2 2048 4 6.00 0.9000 64.60 1.000 1.4254e-04
ACC2 2048 4 6.00 0.9000 128.49 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9000 128.49 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9000 128.49 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9000 128.49 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9000 128.49 1.000 0.0000e+00
ACC2 2048 4 6.00 0.9500 2.03 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9500 2.03 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9500 2.03 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9500 2.03 0.980 1.1924e-04
ACC2 2048 4 6.00 0.9500 2.03 1.000 1.4309e-03
ACC2 2048 4 6.00 0.9500 3.94 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9500 3.94 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9500 3.94 0.960 6.1789e-05
ACC2 2048 4 6.00 0.9500 3.94 0.980 1.2358e-04
ACC2 2048 4 6.00 0.9500 3.94 1.000 7.4147e-04
ACC2 2048 4 6.00 0.9500 8.14 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9500 8.14 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9500 8.14 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9500 8.14 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9500 8.14 1.000 8.2608e-04
ACC2 2048 4 6.00 0.9500 16.12 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9500 16.12 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9500 16.12 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9500 16.12 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9500 16.12 1.000 1.3057e-04
ACC2 2048 4 6.00 0.9500 32.61 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9500 32.61 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9500 32.61 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9500 32.61 0.980 6.7504e-05
ACC2 2048 4 6.00 0.9500 32.61 1.000 3.3752e-04
ACC2 2048 4 6.00 0.9500 64.60 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9500 64.60 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9500 64.60 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9500 64.60 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9500 64.60 1.000 0.0000e+00
ACC2 2048 4 6.00 0.9500 128.49 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9500 128.49 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9500 128.49 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9500 128.49 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9500 128.49 1.000 0.0000e+00
ACC2 2048 4 6.00 0.9800 2.03 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9800 2.03 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9800 2.03 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9800 2.03 0.980 4.3130e-04
ACC2 2048 4 6.00 0.9800 2.03 1.000 6.9008e-03
ACC2 2048 4 6.00 0.9800 3.94 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9800 3.94 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9800 3.94 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9800 3.94 0.980 3.1530e-04
ACC2 2048 4 6.00 0.9800 3.94 1.000 3.4683e-03
ACC2 2048 4 6.00 0.9800 8.14 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9800 8.14 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9800 8.14 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9800 8.14 0.980 6.4495e-05
ACC2 2048 4 6.00 0.9800 8.14 1.000 1.9349e-03
ACC2 2048 4 6.00 0.9800 16.12 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9800 16.12 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9800 16.12 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9800 16.12 0.980 6.5548e-05
ACC2 2048 4 6.00 0.9800 16.12 1.000 7.2103e-04
ACC2 2048 4 6.00 0.9800 32.61 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9800 32.61 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9800 32.61 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9800 32.61 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9800 32.61 1.000 1.3471e-04
ACC2 2048 4 6.00 0.9800 64.60 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9800 64.60 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9800 64.60 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9800 64.60 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9800 64.60 1.000 0.0000e+00
ACC2 2048 4 6.00 0.9800 128.49 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9800 128.49 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9800 128.49 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9800 128.49 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9800 128.49 1.000 0.0000e+00
ACC2 2048 4 6.00 0.9950 2.03 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9950 2.03 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9950 2.03 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9950 2.03 0.980 1.3074e-04
ACC2 2048 4 6.00 0.9950 2.03 1.000 2.5101e-02
ACC2 2048 4 6.00 0.9950 3.94 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9950 3.94 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9950 3.94 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9950 3.94 0.980 6.6159e-05
ACC2 2048 4 6.00 0.9950 3.94 1.000 1.4357e-02
ACC2 2048 4 6.00 0.9950 8.14 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9950 8.14 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9950 8.14 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9950 8.14 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9950 8.14 1.000 6.6252e-03
ACC2 2048 4 6.00 0.9950 16.12 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9950 16.12 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9950 16.12 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9950 16.12 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9950 16.12 1.000 3.5908e-03
ACC2 2048 4 6.00 0.9950 32.61 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9950 32.61 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9950 32.61 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9950 32.61 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9950 32.61 1.000 7.5410e-04
ACC2 2048 4 6.00 0.9950 64.60 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9950 64.60 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9950 64.60 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9950 64.60 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9950 64.60 1.000 6.9682e-05
ACC2 2048 4 6.00 0.9950 128.49 0.900 0.0000e+00
ACC2 2048 4 6.00 0.9950 128.49 0.930 0.0000e+00
ACC2 2048 4 6.00 0.9950 128.49 0.960 0.0000e+00
ACC2 2048 4 6.00 0.9950 128.49 0.980 0.0000e+00
ACC2 2048 4 6.00 0.9950 128.49 1.000 0.0000e+00
ACC2 2048 4 6.50 0.8000 2.03 0.900 0.0000e+00
ACC2 2048 4 6.50 0.8000 2.03 0.930 6.6432e-05
ACC2 2048 4 6.50 0.8000 2.03 0.960 1.3286e-04
ACC2 2048 4 6.50 0.8000 2.03 0.980 3.9859e-04
ACC2 2048 4 6.50 0.8000 2.03 1.000 5.9789e-04
ACC2 2048 4 6.50 0.8000 3.94 0.900 0.0000e+00
ACC2 2048 4 6.50 0.8000 3.94 0.930 0.0000e+00
ACC2 2048 4 6.50 0.8000 3.94 0.960 1.3738e-04
ACC2 2048 4 6.50 0.8000 3.94 0.980 2.0607e-04
ACC2 2048 4 6.50 0.8000 3.94 1.000 8.2429e-04
ACC2 2048 4 6.50 0.8000 8.14 0.900 0.0000e+00
ACC2 2048 4 6.50 0.8000 8.14 0.930 0.0000e+00
ACC2 2048 4 6.50 0.8000 8.14 0.960 0.0000e+00
ACC2 2048 4 6.50 0.8000 8.14 0.980 1.4161e-04
ACC2 2048 4 6.50 0.8000 8.14 1.000 4.2484e-04
ACC2 2048 4 6.50 0.8000 16.12 0.900 0.0000e+00
ACC2 2048 4 6.50 0.8000 16.12 0.930 0.0000e+00
ACC2 2048 4 6.50 0.8000 16.12 0.960 0.0000e+00
ACC2 2048 4 6.50 0.8000 16.12 0.980 2.1639e-04
ACC2 2048 4 6.50 0.8000 16.12 1.000 2.8852e-04
ACC2 2048 4 6.50 0.8000 32.61 0.900 0.0000e+00
ACC2 2048 4 6.50 0.8000 32.61 0.930 0.0000e+00
ACC2 2048 4 6.50 0.8000 32.61 0.960 0.0000e+00
ACC2 2048 4 6.50 0.8000 32.61 0.980 7.3481e-05
ACC2 2048 4 6.50 0.8000 32.61 1.000 3.6740e-04
ACC2 2048 4 6.50 0.8000 64.60 0.900 0.0000e+00
ACC2 2048 4 6.50 0.8000 64.60 0.930 0.0000e+00
ACC2 2048 4 6.50 0.8000 64.60 0.960 0.0000e+00
ACC2 2048 4 6.50 0.8000 64.60 0.980 0.0000e+00
ACC2 2048 4 6.50 0.8000 64.60 1.000 1.4944e-04
ACC2 2048 4 6.50 0.8000 128.49 0.900 0.0000e+00
ACC2 2048 4 6.50 0.8000 128.49 0.930 0.0000e+00
ACC2 2048 4 6.50 0.8000 128.49 0.960 0.0000e+00
ACC2 2048 4 6.50 0.8000 128.49 0.980 0.0000e+00
ACC2 2048 4 6.50 0.8000 128.49 1.000 7.5838e-05
ACC2 2048 4 6.50 0.9000 2.03 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9000 2.03 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9000 2.03 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9000 2.03 0.980 1.8556e-04
ACC2 2048 4 6.50 0.9000 2.03 1.000 6.8040e-04
ACC2 2048 4 6.50 0.9000 3.94 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9000 3.94 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9000 3.94 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9000 3.94 0.980 6.4375e-05
ACC2 2048 4 6.50 0.9000 3.94 1.000 3.2187e-04
ACC2 2048 4 6.50 0.9000 8.14 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9000 8.14 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9000 8.14 0.960 1.3295e-04
ACC2 2048 4 6.50 0.9000 8.14 0.980 2.6590e-04
ACC2 2048 4 6.50 0.9000 8.14 1.000 9.3067e-04
ACC2 2048 4 6.50 0.9000 16.12 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9000 16.12 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9000 16.12 0.960 6.8470e-05
ACC2 2048 4 6.50 0.9000 16.12 0.980 1.3694e-04
ACC2 2048 4 6.50 0.9000 16.12 1.000 2.7388e-04
ACC2 2048 4 6.50 0.9000 32.61 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9000 32.61 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9000 32.61 0.960 7.0527e-05
ACC2 2048 4 6.50 0.9000 32.61 0.980 7.0527e-05
ACC2 2048 4 6.50 0.9000 32.61 1.000 2.8211e-04
ACC2 2048 4 6.50 0.9000 64.60 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9000 64.60 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9000 64.60 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9000 64.60 0.980 7.2812e-05
ACC2 2048 4 6.50 0.9000 64.60 1.000 1.4562e-04
ACC2 2048 4 6.50 0.9000 128.49 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9000 128.49 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9000 128.49 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9000 128.49 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9000 128.49 1.000 0.0000e+00
ACC2 2048 4 6.50 0.9500 2.03 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9500 2.03 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9500 2.03 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9500 2.03 0.980 1.2219e-04
ACC2 2048 4 6.50 0.9500 2.03 1.000 1.0997e-03
ACC2 2048 4 6.50 0.9500 3.94 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9500 3.94 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9500 3.94 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9500 3.94 0.980 1.2646e-04
ACC2 2048 4 6.50 0.9500 3.94 1.000 6.3231e-04
ACC2 2048 4 6.50 0.9500 8.14 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9500 8.14 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9500 8.14 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9500 8.14 0.980 6.5011e-05
ACC2 2048 4 6.50 0.9500 8.14 1.000 8.4514e-04
ACC2 2048 4 6.50 0.9500 16.12 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9500 16.12 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9500 16.12 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9500 16.12 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9500 16.12 1.000 1.3346e-04
ACC2 2048 4 6.50 0.9500 32.61 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9500 32.61 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9500 32.61 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9500 32.61 0.980 6.8861e-05
ACC2 2048 4 6.50 0.9500 32.61 1.000 3.4431e-04
ACC2 2048 4 6.50 0.9500 64.60 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9500 64.60 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9500 64.60 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9500 64.60 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9500 64.60 1.000 0.0000e+00
ACC2 2048 4 6.50 0.9500 128.49 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9500 128.49 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9500 128.49 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9500 128.49 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9500 128.49 1.000 0.0000e+00
ACC2 2048 4 6.50 0.9800 2.03 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9800 2.03 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9800 2.03 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9800 2.03 0.980 3.7608e-04
ACC2 2048 4 6.50 0.9800 2.03 1.000 5.2651e-03
ACC2 2048 4 6.50 0.9800 3.94 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9800 3.94 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9800 3.94 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9800 3.94 0.980 3.2072e-04
ACC2 2048 4 6.50 0.9800 3.94 1.000 3.0789e-03
ACC2 2048 4 6.50 0.9800 8.14 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9800 8.14 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9800 8.14 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9800 8.14 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9800 8.14 1.000 1.6368e-03
ACC2 2048 4 6.50 0.9800 16.12 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9800 16.12 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9800 16.12 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9800 16.12 0.980 6.6765e-05
ACC2 2048 4 6.50 0.9800 16.12 1.000 4.6735e-04
ACC2 2048 4 6.50 0.9800 32.61 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9800 32.61 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9800 32.61 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9800 32.61 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9800 32.61 1.000 1.3686e-04
ACC2 2048 4 6.50 0.9800 64.60 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9800 64.60 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9800 64.60 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9800 64.60 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9800 64.60 1.000 0.0000e+00
ACC2 2048 4 6.50 0.9800 128.49 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9800 128.49 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9800 128.49 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9800 128.49 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9800 128.49 1.000 0.0000e+00
ACC2 2048 4 6.50 0.9950 2.03 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9950 2.03 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9950 2.03 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9950 2.03 0.980 6.6190e-05
ACC2 2048 4 6.50 0.9950 2.03 1.000 2.4027e-02
ACC2 2048 4 6.50 0.9950 3.94 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9950 3.94 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9950 3.94 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9950 3.94 0.980 6.7110e-05
ACC2 2048 4 6.50 0.9950 3.94 1.000 1.3019e-02
ACC2 2048 4 6.50 0.9950 8.14 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9950 8.14 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9950 8.14 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9950 8.14 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9950 8.14 1.000 7.3082e-03
ACC2 2048 4 6.50 0.9950 16.12 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9950 16.12 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9950 16.12 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9950 16.12 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9950 16.12 1.000 3.6379e-03
ACC2 2048 4 6.50 0.9950 32.61 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9950 32.61 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9950 32.61 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9950 32.61 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9950 32.61 1.000 7.6320e-04
ACC2 2048 4 6.50 0.9950 64.60 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9950 64.60 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9950 64.60 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9950 64.60 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9950 64.60 1.000 7.0631e-05
ACC2 2048 4 6.50 0.9950 128.49 0.900 0.0000e+00
ACC2 2048 4 6.50 0.9950 128.49 0.930 0.0000e+00
ACC2 2048 4 6.50 0.9950 128.49 0.960 0.0000e+00
ACC2 2048 4 6.50 0.9950 128.49 0.980 0.0000e+00
ACC2 2048 4 6.50 0.9950 128.49 1.000 0.0000e+00
ACC2 2048 8 5.00 0.8000 2.03 0.900 5.5838e-05
ACC2 2048 8 5.00 0.8000 2.03 0.930 5.5838e-05
ACC2 2048 8 5.00 0.8000 2.03 0.960 5.5838e-05
ACC2 2048 8 5.00 0.8000 2.03 0.980 3.9086e-04
ACC2 2048 8 5.00 0.8000 2.03 1.000 5.5838e-04
ACC2 2048 8 5.00 0.8000 3.94 0.900 0.0000e+00
ACC2 2048 8 5.00 0.8000 3.94 0.930 0.0000e+00
ACC2 2048 8 5.00 0.8000 3.94 0.960 1.7625e-04
ACC2 2048 8 5.00 0.8000 3.94 0.980 2.9375e-04
ACC2 2048 8 5.00 0.8000 3.94 1.000 5.2876e-04
ACC2 2048 8 5.00 0.8000 8.14 0.900 0.0000e+00
ACC2 2048 8 5.00 0.8000 8.14 0.930 0.0000e+00
ACC2 2048 8 5.00 0.8000 8.14 0.960 0.0000e+00
ACC2 2048 8 5.00 0.8000 8.14 0.980 6.1463e-05
ACC2 2048 8 5.00 0.8000 8.14 1.000 1.8439e-04
ACC2 2048 8 5.00 0.8000 16.12 0.900 0.0000e+00
ACC2 2048 8 5.00 0.8000 16.12 0.930 0.0000e+00
ACC2 2048 8 5.00 0.8000 16.12 0.960 0.0000e+00
ACC2 2048 8 5.00 0.8000 16.12 0.980 1.2821e-04
ACC2 2048 8 5.00 0.8000 16.12 1.000 1.2821e-04
ACC2 2048 8 5.00 0.8000 32.61 0.900 0.0000e+00
ACC2 2048 8 5.00 0.8000 32.61 0.930 0.0000e+00
